Listing Title,Airbnb URL,Listing ID,Estimated Rental Revenue (Range),Estimated Rental Revenue (Median),Estimated ADR,Estimated Adjusted Occupancy,Active days,Booking Window,Length of Stay,Dynamic Pricing,Min Stay,Professionally Managed,Bathrooms,Max Guests,Listed Price,Listing Type,Is Active,Economic Category,Blocked Days,Rating,Reviews,Beachfront,Hot Tub,EV Charger,Kitchen,Pool,Pets Allowed,Smoking Allowed,Air Conditioning,Cleaning Fee,Guest Favorite,Host ID,Cancellation Policy
"Downtown Toronto! New Condo 100% Walk Score","https://www.airbnb.com/rooms/1374270047583587144","1374270047583587144","13373-20221","17118","94.06","95","192","28","32","Low","28","Small","1.0","3","148","Entire condo","Yes","Midscale","78","5","2","No","No","No","Yes","Yes","Yes","No","Yes","N/A","0","29711069","Firm"
"Delightful 1+1 With Private Office Set Up!","https://www.airbnb.com/rooms/788461551331955277","788461551331955277","13906-21517","17636","134.62","51","259","2","31","None","28","Individual","1.0","3","182","Entire condo","Yes","Midscale","107","5","2","No","Yes","No","Yes","Yes","Yes","No","Yes","92.0","0","235001437","Firm"
"Sunsets With The CN Tower!","https://www.airbnb.com/rooms/1220422240636816655","1220422240636816655","15290-19736","17682","280.67","81","78","16","4","Unknown","1","Unknown","2.0","7","296","Entire rental unit","No","Midscale","7","4.89","28","No","Yes","No","Yes","No","No","No","Yes","82","0","405625802","Moderate"
"Luxury Lifestyle Nobu Residence, Steps To CN Tower","https://www.airbnb.com/rooms/1323423636876722411","1323423636876722411","13785-20912","17742","117.5","99","152","12","33","Moderate","30","Individual","2.0","4","197","Entire condo","Yes","Midscale","214","3","2","No","No","No","Yes","No","No","No","Yes","139.0","0","577603912","Strict"
"1000 Sqft Corner Unit View 5* Hotel Condo Parking","https://www.airbnb.com/rooms/52061818","52061818","14075-21925","18050","134.7","59","229","40","30","None","28","Small","0.0","3","294","Entire condo","Yes","Midscale","28","5","2","No","No","No","Yes","Yes","No","No","Yes","164.0","0","38189462","Firm"
"*RARE LOFT* Huge Artistic Gem In Heart Of Downtown","https://www.airbnb.com/rooms/950083490588092723","950083490588092723","15209-21794","18375","208.8","58","153","34","5","None","3","Individual","1.0","7","278","Entire home","Yes","Midscale","23","4.89","18","No","No","No","Yes","No","Yes","No","Yes","118.0","0","16001482","Firm"
"Bright & Bold Condo In The Heart Of It All","https://www.airbnb.com/rooms/1551625889565777714","1551625889565777714","15876-20479","18438","312.51","95","62","26","5","Moderate","1","Individual","2.0","4","356","Entire rental unit","Yes","Upscale","9","5","12","No","No","No","Yes","No","No","No","Yes","N/A","1","728553536","Firm"
"Urban Retreat Queen W 2BD&2BTH/parking/Pets OK!","https://www.airbnb.com/rooms/46767473","46767473","15395-21160","18506","163.77","68","165","20","28","None","30","Large","2.0","4","270","Entire condo","Yes","Midscale","165","4.86","49","No","No","No","Yes","No","Yes","No","Yes","57.0","0","846505","Moderate"
"Massey At Yonge And Dundas","https://www.airbnb.com/rooms/787837616728310714","787837616728310714","14330-21914","18533","131.44","59","238","31","33","Moderate","31","Individual","2.0","4","163","Entire condo","Yes","Midscale","128","5","8","No","No","No","Yes","No","No","No","Yes","215.0","1","492434022","Firm"
"MILLION DOLLAR 2 Bed 2 Bath W Terrace FREE Parking","https://www.airbnb.com/rooms/43074897","43074897","14626-22524","18640","278.2","19","353","1","15","Low","28","Moderate","2.0","7","343","Entire condo","Yes","Midscale","13","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","142.0","0","262595111","Firm"
"High-Floor Luxury W/ 2 King Beds, Parking, A+ View","https://www.airbnb.com/rooms/1539817817133404359","1539817817133404359","15939-21182","18665","533.28","51","68","20","4","Low","1","Individual","2.0","4","476","Entire rental unit","Yes","Upscale","17","5","10","No","No","No","Yes","No","No","No","Yes","107.0","1","725776490","Super Strict 60 Days"
"Luxury Spacious 2 Bdrm Condo, Free Parking, Pool","https://www.airbnb.com/rooms/1523969203775145932","1523969203775145932","16294-20743","18767","354.1","79","67","8","3","High","1","Individual","2.0","6","345","Entire rental unit","Yes","Upscale","20","4.88","25","No","Yes","No","Yes","Yes","No","No","Yes","57.0","1","722154325","Firm"
"Special 2bdrm, 2 Bath With CN Tower Views!","https://www.airbnb.com/rooms/788520172542217703","788520172542217703","14499-22374","18860","198.53","38","248","28","26","Low","28","Individual","2.0","4","267","Entire condo","Yes","Midscale","118","5","1","No","Yes","No","Yes","Yes","Yes","No","Yes","121.0","0","340080347","Firm"
"Large Condo Near Eaton Ctr & UTM","https://www.airbnb.com/rooms/1471277835298787859","1471277835298787859","16369-21115","19011","253.47","53","141","38","5","Moderate","1","Small","1.0","4","271","Entire condo","Yes","Midscale","44","4.75","12","No","Yes","Yes","Yes","No","No","No","No","90.0","0","62940974","Firm"
"Nobu Luxury Condo Unit","https://www.airbnb.com/rooms/1466145090780333794","1466145090780333794","15390-23333","19322","123.86","82","191","9","38","None","28","Individual","2.0","4","184","Entire rental unit","Yes","Midscale","0","N/A","0","No","No","No","Yes","No","No","No","Yes","107.0","0","61016361","Flexible"
"2BR Dream Suite Nestled In The Heart Of Downtown","https://www.airbnb.com/rooms/1022457932458819592","1022457932458819592","15980-22816","19495","361.02","77","70","94","5","Moderate","3","Individual","1.0","4","425","Entire condo","No","Upscale","92","5","15","No","No","No","Yes","No","No","No","Yes","73","1","363128586","Limited"
"Spacious 2-Storey Townhouse In Queen West","https://www.airbnb.com/rooms/30040348","30040348","16833-22829","19824","295.89","69","97","28","6","None","14","Individual","1.5","4","399","Entire home","Yes","Midscale","269","5","26","No","No","No","Yes","No","No","No","Yes","86.0","1","2610523","Strict"
"Cozy 2 Bed, Best Downtown Location","https://www.airbnb.com/rooms/6722629","6722629","16079-23272","19829","118.74","70","238","15","18","None","30","Moderate","1.0","3","142","Entire rental unit","Yes","Midscale","81","4.81","21","No","No","No","Yes","No","Yes","No","Yes","139.0","0","23518355","Flexible"
"Modern 2-BR Condo DT Toronto","https://www.airbnb.com/rooms/812220857505660031","812220857505660031","15651-23994","20025","143.04","39","357","38","33","None","28","Large","2.0","4","216","Entire rental unit","Yes","Midscale","9","5","2","No","No","No","Yes","No","No","No","Yes","139.0","0","785826","Firm"
"Massive 2 Bedroom 2 Bathroom + Den Near Hospitals","https://www.airbnb.com/rooms/757928331290721667","757928331290721667","16049-24267","20095","352.54","16","354","0","13","Low","28","Moderate","2.0","6","367","Entire condo","Yes","Upscale","12","4.78","0","No","Yes","No","Yes","Yes","Yes","No","Yes","143.0","0","262595111","Firm"
"Comfortable 1+1-BR Condo In DT Toronto","https://www.airbnb.com/rooms/1434749256958486947","1434749256958486947","16202-24498","20286","142.86","86","165","34","24","Moderate","28","Small","1.0","4","180","Entire rental unit","Yes","Midscale","51","N/A","0","No","No","No","Yes","No","No","No","Yes","N/A","0","684897204","Firm"
"TOR Central Escape| 2BR + 1 Free Parking Spot","https://www.airbnb.com/rooms/1437907820274221750","1437907820274221750","17631-22642","20320","278.35","37","195","14","4","High","1","Individual","1.0","6","255","Entire rental unit","Yes","Midscale","21","4.81","16","No","No","No","Yes","No","No","No","Yes","78.0","0","699729666","Firm"
"University Of Toronto 2B1B Condo","https://www.airbnb.com/rooms/1407620376752783521","1407620376752783521","17247-23548","20366","110.69","87","211","13","34","None","28","Large","1.0","3","126","Entire rental unit","Yes","Midscale","59","4","4","No","No","No","Yes","No","No","No","Yes","143.0","0","186299872","Firm"
"Cozy Warm | Core Downtown","https://www.airbnb.com/rooms/1072535012966458552","1072535012966458552","17831-23341","20643","114.05","64","282","36","26","None","28","Individual","1.0","3","127","Entire condo","Yes","Midscale","84","4.79","38","No","Yes","No","Yes","Yes","No","No","Yes","71.0","0","557462603","Firm"
"Designer 2BR Haven, Luxury Stay In Financial Dist","https://www.airbnb.com/rooms/1536463521366032230","1536463521366032230","17960-23510","20793","352.42","80","74","12","6","Moderate","1","Individual","2.0","6","347","Entire rental unit","Yes","Upscale","11","4.78","9","No","No","No","Yes","No","No","No","No","76.0","0","715001364","Firm"
"Top Condo Near UofT & Hospitals - Pool/Gym/Parking","https://www.airbnb.com/rooms/35844839","35844839","17602-23865","20925","193.75","74","146","34","6","None","30","Individual","2.0","6","241","Entire condo","Yes","Midscale","38","4.95","62","No","Yes","No","Yes","Yes","Yes","No","Yes","100.0","1","63640694","Limited"
"Ivory Glam Cozy Central 2BR DT W/Free Parking","https://www.airbnb.com/rooms/1095280039232677015","1095280039232677015","18562-23989","21491","290.42","23","319","19","6","High","1","Individual","1.0","6","241","Entire rental unit","Yes","Midscale","29","4.64","39","No","No","No","Yes","No","No","No","No","78.0","0","225818101","Firm"
"Entertainment District 2bd+2Bth Free Parking","https://www.airbnb.com/rooms/1390906042993030193","1390906042993030193","16781-25703","21593","143.96","82","183","0","40","Moderate","28","Small","2.0","3","186","Entire rental unit","Yes","Midscale","44","5","2","No","No","No","Yes","No","Yes","No","Yes","73.0","0","25276389","Flexible"
"Modern 1+1-BR Condo DT Toronto","https://www.airbnb.com/rooms/846381465007915895","846381465007915895","16969-26393","21641","122.27","49","358","19","25","None","28","Large","1.0","4","159","Entire rental unit","Yes","Midscale","8","5","5","No","No","No","Yes","No","No","No","Yes","139.0","1","785826","Firm"
"Spacious Loft On A Quiet Street - Downtown Toronto","https://www.airbnb.com/rooms/20647841","20647841","17659-25297","21656","225.58","54","179","10","26","Moderate","28","Small","1.0","4","377","Entire rental unit","Yes","Midscale","187","4.91","94","No","No","No","Yes","No","No","No","Yes","129.0","1","3150111","Moderate"
"Centrally Located 2-BR Condo In DT Toronto","https://www.airbnb.com/rooms/29516835","29516835","16824-26333","21890","157.48","38","362","46","25","None","1","Large","2.0","4","210","Entire rental unit","Yes","Midscale","4","5","6","No","No","No","Yes","No","No","No","Yes","139.0","0","785826","Firm"
"King Bed Loft/Condo In Downtown","https://www.airbnb.com/rooms/861422603906364500","861422603906364500","18058-25617","21939","137.12","68","236","16","8","None","28","Individual","2.0","4","186","Entire rental unit","Yes","Midscale","130","0","0","No","No","No","Yes","Yes","No","No","Yes","57.0","0","218109183","Flexible"
"Centrally Located 2-BR Condo In DT Toronto","https://www.airbnb.com/rooms/31283714","31283714","17818-27592","22614","158.14","39","366","41","34","None","1","Large","2.0","4","231","Entire rental unit","Yes","Midscale","0","4.5","2","No","No","No","Yes","No","No","No","Yes","138.0","0","785826","Firm"
"Chic & Spacious 2BR | Sleeps 6","https://www.airbnb.com/rooms/1020626219829873997","1020626219829873997","18495-26494","22681","553.19","11","366","2","23","High","28","Individual","2.0","6","772","Entire rental unit","Yes","Upscale","0","5","23","No","No","No","Yes","No","No","No","Yes","71.0","1","545673139","Moderate"
"Cozy 1+1-BR Condo In Downtown Toronto","https://www.airbnb.com/rooms/52666904","52666904","18094-28182","23427","115.97","56","361","6","32","None","28","Large","1.0","4","162","Entire rental unit","Yes","Midscale","5","5","2","No","No","No","Yes","No","No","No","Yes","139.0","0","785826","Firm"
"Well Nest - Gym | Fast Wi-fi | Home Office","https://www.airbnb.com/rooms/1097808647675300840","1097808647675300840","18735-27305","23512","127.78","80","231","5","32","None","28","Small","1.0","4","197","Entire condo","Yes","Midscale","135","5","9","No","No","No","Yes","No","No","No","Yes","89.0","1","251732274","Firm"
"CN Tower View - 2BR - Free Parking - Pool/Gym","https://www.airbnb.com/rooms/1469185784790447559","1469185784790447559","18690-27095","23569","261.87","80","112","52","14","High","1","Small","1.0","4","335","Entire rental unit","Yes","Midscale","75","5","3","No","Yes","No","Yes","Yes","No","No","Yes","100.0","0","700976304","Firm"
"2 Bed + 2 Bath Condo In Awesome Downtown Location","https://www.airbnb.com/rooms/10140286","10140286","18764-28760","24315","158.92","58","262","4","39","None","30","Moderate","2.0","4","172","Entire rental unit","Yes","Midscale","6","4.75","12","No","No","No","Yes","No","Yes","No","Yes","172.0","0","23518355","Flexible"
"50% Off Professionally Designed Luxury 2bdr Condo","https://www.airbnb.com/rooms/847230808513006651","847230808513006651","20753-29232","24562","151.61","94","172","13","32","None","28","Moderate","2.0","5","278","Entire rental unit","Yes","Midscale","194","5","10","No","No","No","Yes","No","No","No","Yes","108.0","0","142896840","Firm"
"Stunning New & Amazing Location 2Bed 2Bath DTown","https://www.airbnb.com/rooms/1213111626094966638","1213111626094966638","21157-27782","24769","245.24","28","355","23","9","None","28","Small","2.0","4","258","Entire rental unit","Yes","Midscale","1","4.71","28","No","No","No","Yes","No","No","No","Yes","129.0","0","174218316","Limited"
"Comfortable 1+1-BR Condo In DT Toronto","https://www.airbnb.com/rooms/52533484","52533484","20010-30986","25396","132.27","53","364","36","36","None","28","Large","1.0","4","175","Entire rental unit","Yes","Midscale","2","5","1","No","No","No","Yes","No","No","No","Yes","0.0","0","785826","Firm"
"Stylish Apartment In Kensington Market","https://www.airbnb.com/rooms/1389481456662206855","1389481456662206855","22035-28754","25494","182.1","79","177","7","12","Moderate","5","Individual","1.0","3","220","Entire townhouse","Yes","Midscale","39","4.67","12","No","No","No","Yes","No","No","No","Yes","71.0","0","687461875","Firm"
"Prime 2BR Apt With Lovely Skyline Views And GYM","https://www.airbnb.com/rooms/40394114","40394114","20219-31310","25662","141","76","241","27","41","Moderate","30","Large","2.0","4","188","Entire rental unit","Yes","Midscale","125","4.33","3","No","No","Yes","Yes","Yes","Yes","No","Yes","193.0","0","38459934","Moderate"
"75\" TV EVParking 4MinWalkEatonCentre ExecProfDesign","https://www.airbnb.com/rooms/1235874819795785635","1235874819795785635","21263-30780","26371","126.78","71","291","31","31","Low","28","Moderate","2.0","4","153","Entire condo","Yes","Midscale","75","5","6","No","No","Yes","Yes","No","No","No","Yes","143.0","0","105760788","Flexible"
"Breathtaking Corner Loft With Views","https://www.airbnb.com/rooms/661368109045538924","661368109045538924","22782-30755","26610","235.49","83","136","30","28","Low","1","Small","2.0","5","365","Entire loft","Yes","Midscale","158","4.63","72","No","No","No","Yes","No","Yes","No","Yes","72.0","0","467062357","Firm"
"Cozy 2BR Basement Apartment","https://www.airbnb.com/rooms/1256823694161423724","1256823694161423724","24597-30112","27008","230.83","52","226","55","4","Low","2","Small","2.0","4","251","Entire home","Yes","Midscale","43","4.96","25","No","No","No","Yes","No","No","No","Yes","35.0","1","654701290","Moderate"
"Wellesley Station 3-Min, Museums & Winter Shopping","https://www.airbnb.com/rooms/1471871570877461832","1471871570877461832","24226-30163","27112","213.48","83","153","35","10","High","2","Moderate","1.0","7","228","Entire rental unit","Yes","Midscale","31","4.9","29","No","Yes","No","Yes","Yes","Yes","Yes","Yes","71.0","1","59084633","Super Strict 30 Days"
"Luxury 2BR At Nobu Residences In Downtown Toronto","https://www.airbnb.com/rooms/1232596540663525455","1232596540663525455","21871-31660","27126","120.02","82","276","19","28","High","28","Moderate","2.0","4","152","Entire condo","Yes","Midscale","90","4.83","6","No","No","No","Yes","No","No","No","Yes","107.0","0","338125","Strict"
"Luxury Downtown 2 Bedroom Condo W/ 2 Free Parking","https://www.airbnb.com/rooms/1500200716150944814","1500200716150944814","24016-30520","27570","358.05","54","142","20","5","Moderate","1","Individual","2.0","6","390","Entire condo","Yes","Upscale","5","5","17","No","No","No","Yes","No","No","No","Yes","118.0","1","57270492","Firm"
"Yonge/ College 2 Bds Condo","https://www.airbnb.com/rooms/1139496073320673462","1139496073320673462","23996-31314","27763","216.9","44","289","21","17","Moderate","28","Individual","2.0","6","292","Entire rental unit","Yes","Midscale","77","4.73","37","No","Yes","No","Yes","Yes","Yes","No","Yes","129.0","0","573398013","Flexible"
"Luxury Downtown 2BDRM Condo, Steps To CN Tower","https://www.airbnb.com/rooms/1353933430648739281","1353933430648739281","21530-33081","27804","143.32","100","194","15","29","Moderate","30","Individual","2.0","4","216","Entire condo","Yes","Midscale","75","5","1","No","No","No","Yes","No","No","No","Yes","143.0","0","678121082","Firm"
"Luxury 2BD 2BA Condo Downtown TO","https://www.airbnb.com/rooms/1465302062852452578","1465302062852452578","22915-33017","27988","266.55","63","166","10","6","High","1","Individual","2.0","6","288","Entire rental unit","Yes","Midscale","28","5","4","No","No","No","Yes","No","No","No","Yes","70.0","0","706953802","Super Strict 30 Days"
"Luxury Toronto - 2 Bed 2 Bath -DM - Shorter Stays","https://www.airbnb.com/rooms/1419989480988060871","1419989480988060871","21648-33945","28115","157.07","83","215","12","27","None","28","Individual","2.0","4","214","Entire rental unit","Yes","Midscale","36","5","1","No","No","No","Yes","No","No","No","Yes","108.0","0","695218409","Flexible"
"Lovely BRIGHT 2bed 2bath Condo In Heart Of Toronto","https://www.airbnb.com/rooms/54223095","54223095","23318-33607","28282","165.39","76","224","82","31","None","28","Individual","2.0","4","260","Entire condo","Yes","Midscale","142","5","16","No","No","No","Yes","No","No","No","Yes","143.0","1","430146459","Moderate"
"Huge 900sf, 2BR 2BATH + Amenity + Office","https://www.airbnb.com/rooms/778293268124927358","778293268124927358","23037-33522","28504","126.69","84","267","14","27","None","28","Small","2.0","4","163","Entire condo","Yes","Midscale","99","4.93","15","No","No","No","Yes","Yes","No","No","Yes","143.0","0","273156602","Firm"
"Remarkable 2 Bed+2 Bath W/ Pool/gym","https://www.airbnb.com/rooms/789098748061058872","789098748061058872","22443-34675","28678","177.03","48","338","53","40","Low","28","Individual","2.0","4","250","Entire condo","Yes","Midscale","28","5","3","No","Yes","No","Yes","Yes","Yes","No","Yes","122.0","0","288417486","Firm"
"TMU/Central DT 2Bedrooms Condo","https://www.airbnb.com/rooms/1166971718975265289","1166971718975265289","23251-33496","28733","187.8","50","306","25","23","None","28","Small","2.0","6","293","Entire rental unit","Yes","Midscale","60","5","6","No","No","No","Yes","No","Yes","No","Yes","107.0","0","578744370","Firm"
